lgbm_weight,log_reg_weight,roc_auc,average_precision,default_f1,tuned_f1,tuned_precision,tuned_recall,tuned_threshold
0.8,0.19999999999999996,0.7901459852844473,0.2942161060423646,0.30568238325572983,0.34670893467923586,0.29592708630019937,0.41852970795568983,0.6800000000000002
0.7,0.30000000000000004,0.7900804303583644,0.2942513091585781,0.3041995692749462,0.3453513347652654,0.27889976458927024,0.45337361530715004,0.6600000000000001
0.9,0.09999999999999998,0.7897180650132305,0.29322945426776836,0.3065134099616858,0.34593675094718934,0.2807479919678715,0.45055387713997985,0.6600000000000001
0.6,0.4,0.789520734069827,0.2933764677043909,0.3017730496453901,0.3450892472191084,0.3017189384800965,0.4030211480362538,0.6900000000000002
0.5,0.5,0.7884508514570333,0.29150607029577946,0.29903508771929826,0.34360945293973344,0.28923458149779735,0.4231621349446123,0.6800000000000002
