C,accuracy,precision,recall,f1,roc_auc,average_precision
1.0,0.711916491878445,0.17590851334180432,0.697079556898288,0.28092532467532466,0.7753594664579966,0.26596789100631657
5.0,0.7118351950311367,0.1756990340620234,0.6960725075528701,0.28057641566876396,0.7752769866621267,0.26595846086304775
0.1,0.7120465668341381,0.17581523121534315,0.6960725075528701,0.2807245552757696,0.7754421671214581,0.2654265025966662
